name,diameter,coordinates,approval year,eponym,link,cleaned_links,ethnicity
Amru Al-Qays,12°26′N 176°07′W﻿ / ﻿12.43°N 176.11°W﻿ / 12.43; -176.11﻿ (Amru Al-Qays),47.0,1976.0,"Imru Al-Qays Ibn Hujr, Arabic poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/244,https://planetarynames.wr.usgs.gov/Feature/244,Arabian Origin Arab
Andal,47°31′S 37°43′W﻿ / ﻿47.52°S 37.71°W﻿ / -47.52; -37.71﻿ (Andal),109.0,1976.0,"Aandaal, Tamil writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/257,https://planetarynames.wr.usgs.gov/Feature/257,India Origin 10th
Aneirin,27°28′S 2°41′W﻿ / ﻿27.47°S 2.68°W﻿ / -27.47; -2.68﻿ (Aneirin),467.0,2014.0,"Aneirin, Welsh poet (6th century)",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15244,https://planetarynames.wr.usgs.gov/Feature/15244,Wales Origin Welsh
Angelou,80°19′N 66°43′W﻿ / ﻿80.32°N 66.71°W﻿ / 80.32; -66.71﻿ (Angelou),18.0,2019.0,"Maya Angelou, American author and poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15854,https://planetarynames.wr.usgs.gov/Feature/15854,United States Origin
Anguissola,80°41′N 217°21′W﻿ / ﻿80.69°N 217.35°W﻿ / 80.69; -217.35﻿ (Anguissola),35.0,2017.0,"Sofonisba Anguissola, Italian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15621,https://planetarynames.wr.usgs.gov/Feature/15621,Italy Origin Sofonisba
Anyte,79°30′N 210°40′W﻿ / ﻿79.5°N 210.67°W﻿ / 79.5; -210.67﻿ (Anyte),20.0,2017.0,"Anyte of Tegea, Greek poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15622,https://planetarynames.wr.usgs.gov/Feature/15622,Greek Origin Anyte
Apollodorus,30°32′N 163°17′E﻿ / ﻿30.54°N 163.28°E﻿ / 30.54; 163.28﻿ (Apollodorus),41.0,2008.0,"Apollodorus of Damascus, Ancient Greek architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14397,https://planetarynames.wr.usgs.gov/Feature/14397,Greek Origin Apollodorus
Aristoxenus,83°56′N 17°28′W﻿ / ﻿83.93°N 17.46°W﻿ / 83.93; -17.46﻿ (Aristoxenus),52.0,1979.0,"Aristoxenus, Ancient Greek writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/383,https://planetarynames.wr.usgs.gov/Feature/383,Greek Origin Greek
Asawa,27°16′N 315°17′W﻿ / ﻿27.26°N 315.28°W﻿ / 27.26; -315.28﻿ (Asawa),130.0,2024.0,"Ruth Aiko Asawa, Japanese-American sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16351,https://planetarynames.wr.usgs.gov/Feature/16351,United States Origin
Aśvaghoṣa,10°37′N 21°29′W﻿ / ﻿10.61°N 21.49°W﻿ / 10.61; -21.49﻿ (Aśvaghoṣa),88.0,1976.0,"Aśvaghoṣa, Sanskrit, poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/528,https://planetarynames.wr.usgs.gov/Feature/528,India Origin Indian
Atget,25°34′N 166°23′E﻿ / ﻿25.57°N 166.38°E﻿ / 25.57; 166.38﻿ (Atget),100.0,2008.0,"Eugène Atget, French photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14394,https://planetarynames.wr.usgs.gov/Feature/14394,France Origin Eugène
Bach,69°52′S 103°01′W﻿ / ﻿69.86°S 103.01°W﻿ / -69.86; -103.01﻿ (Bach),214.29,1976.0,"Johann Sebastian Bach, German composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/537,https://planetarynames.wr.usgs.gov/Feature/537,Germany Origin J
Bagryana,3°53′S 283°44′W﻿ / ﻿3.89°S 283.73°W﻿ / -3.89; -283.73﻿ (Bagryana),101.0,2015.0,"Elisaveta Bagryana, Bulgarian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15387,https://planetarynames.wr.usgs.gov/Feature/15387,Bulgaria Origin Elisaveta
Balagtas,22°34′S 13°54′W﻿ / ﻿22.56°S 13.9°W﻿ / -22.56; -13.9﻿ (Balagtas),104.0,1976.0,"Francisco Balagtas, Filipino poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/568,https://planetarynames.wr.usgs.gov/Feature/568,Philippines Origin F
Balanchine,38°28′N 175°31′E﻿ / ﻿38.47°N 175.52°E﻿ / 38.47; 175.52﻿ (Balanchine),38.0,2012.0,"George Balanchine, Georgian choreographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14955,https://planetarynames.wr.usgs.gov/Feature/14955,United States Origin
Baranauskas,50°44′N 39°46′W﻿ / ﻿50.73°N 39.76°W﻿ / 50.73; -39.76﻿ (Baranauskas),36.0,2015.0,"Antanas Baranauskas, Lithuanian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15388,https://planetarynames.wr.usgs.gov/Feature/15388,Lithuania Origin Antanas
Barney,11°41′S 59°43′E﻿ / ﻿11.69°S 59.71°E﻿ / -11.69; 59.71﻿ (Barney),29.0,2013.0,"Natalie Clifford Barney, American-French playwright, poet, and novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15185,https://planetarynames.wr.usgs.gov/Feature/15185,United States Origin
Balzac,10°37′N 144°40′W﻿ / ﻿10.62°N 144.67°W﻿ / 10.62; -144.67﻿ (Balzac),67.0,1976.0,"Honoré de Balzac, French writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/587,https://planetarynames.wr.usgs.gov/Feature/587,France Origin Honore
Bartók,29°13′S 135°04′W﻿ / ﻿29.22°S 135.06°W﻿ / -29.22; -135.06﻿ (Bartók),118.0,1979.0,"Béla Bartók, Hungarian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/624,https://planetarynames.wr.usgs.gov/Feature/624,Hungary Origin Bela
Barma,40°56′S 163°29′W﻿ / ﻿40.93°S 163.49°W﻿ / -40.93; -163.49﻿ (Barma),123.0,1982.0,"Postnik ""Barma"" Yakovlev, Russian architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/607,https://planetarynames.wr.usgs.gov/Feature/607,Russia Origin Yakovlev
Bashō,32°23′S 170°27′W﻿ / ﻿32.39°S 170.45°W﻿ / -32.39; -170.45﻿ (Bashō),75.0,1979.0,"Matsuo Bashō, Japanese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/628,https://planetarynames.wr.usgs.gov/Feature/628,Japan Origin Matsuo
Bechet,83°05′N 93°40′W﻿ / ﻿83.08°N 93.66°W﻿ / 83.08; -93.66﻿ (Bechet),17.6,2013.0,"Sidney Bechet, American jazz musician and composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15138,https://planetarynames.wr.usgs.gov/Feature/15138,United States Origin
Beckett,40°12′S 111°17′E﻿ / ﻿40.2°S 111.29°E﻿ / -40.2; 111.29﻿ (Beckett),60.0,2008.0,"Clarice Beckett, Australian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14511,https://planetarynames.wr.usgs.gov/Feature/14511,Australia Origin Clarice
Beethoven,20°52′S 124°13′W﻿ / ﻿20.86°S 124.21°W﻿ / -20.86; -124.21﻿ (Beethoven),630.0,1976.0,"Ludwig van Beethoven, German composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/660,https://planetarynames.wr.usgs.gov/Feature/660,Germany Origin Ludwig
Bek,21°10′N 50°59′W﻿ / ﻿21.16°N 50.99°W﻿ / 21.16; -50.99﻿ (Bek),32.0,2010.0,"Bek, Egyptian sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14641,https://planetarynames.wr.usgs.gov/Feature/14641,Egypt Origin Egyptian
Belinskij,77°05′S 103°55′W﻿ / ﻿77.09°S 103.92°W﻿ / -77.09; -103.92﻿ (Belinskij),70.67,1985.0,"Vissarion Belinsky, Russian literary critic",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/670,https://planetarynames.wr.usgs.gov/Feature/670,Russia Origin Vissarion
Bellini,33°46′S 272°50′W﻿ / ﻿33.77°S 272.83°W﻿ / -33.77; -272.83﻿ (Bellini),45.0,2019.0,"Giovanni Bellini, Italian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15811,https://planetarynames.wr.usgs.gov/Feature/15811,Italy Origin Giovanni
Bello,18°52′S 120°11′W﻿ / ﻿18.87°S 120.18°W﻿ / -18.87; -120.18﻿ (Bello),139.0,1976.0,"Andrés Bello, Venezuelan writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/675,https://planetarynames.wr.usgs.gov/Feature/675,Venezuela Origin Andres
Benoit,7°29′N 104°21′E﻿ / ﻿7.48°N 104.35°E﻿ / 7.48; 104.35﻿ (Benoit),40.0,2009.0,"Rigaud Benoit, Haitian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14575,https://planetarynames.wr.usgs.gov/Feature/14575,Haiti Origin Rigaud
Berkel,13°44′S 26°49′E﻿ / ﻿13.73°S 26.81°E﻿ / -13.73; 26.81﻿ (Berkel),23.0,2009.0,"Sabri Berkel, Turkish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14576,https://planetarynames.wr.usgs.gov/Feature/14576,Turkey Origin Sabri
Berlioz,79°20′N 38°50′E﻿ / ﻿79.33°N 38.83°E﻿ / 79.33; 38.83﻿ (Berlioz),31.44,2013.0,"Hector Berlioz, French composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15186,https://planetarynames.wr.usgs.gov/Feature/15186,France Origin Hector
Bernini,80°19′S 140°58′W﻿ / ﻿80.32°S 140.97°W﻿ / -80.32; -140.97﻿ (Bernini),168.13,1976.0,"Gian Lorenzo Bernini, Italian sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/708,https://planetarynames.wr.usgs.gov/Feature/708,Italy Origin Gian
Berry,70°34′N 247°16′W﻿ / ﻿70.57°N 247.27°W﻿ / 70.57; -247.27﻿ (Berry),25.0,2020.0,"Chuck Berry, American singer and songwriter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15937,https://planetarynames.wr.usgs.gov/Feature/15937,United States Origin
Bilokur,0°47′S 108°20′W﻿ / ﻿0.79°S 108.33°W﻿ / -0.79; -108.33﻿ (Bilokur),67.0,2024.0,"Kateryna Bilokur, Ukrainian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16353,https://planetarynames.wr.usgs.gov/Feature/16353,Ukraine Origin Kateryna
Bjornson,73°07′N 113°59′W﻿ / ﻿73.11°N 113.99°W﻿ / 73.11; -113.99﻿ (Bjornson),75.93,1985.0,"Bjørnstjerne Bjørnson, Norwegian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/761,https://planetarynames.wr.usgs.gov/Feature/761,Norway Origin Bjornstjerne
Boccaccio,80°59′S 23°01′W﻿ / ﻿80.99°S 23.01°W﻿ / -80.99; -23.01﻿ (Boccaccio),151.95,1976.0,"Giovanni Boccaccio, Italian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/788,https://planetarynames.wr.usgs.gov/Feature/788,Italy Origin Giovanni
Boethius,0°59′S 73°38′W﻿ / ﻿0.98°S 73.64°W﻿ / -0.98; -73.64﻿ (Boethius),114.0,1976.0,"Anicius Manlius Severinus Boethius, Roman philosopher",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/794,https://planetarynames.wr.usgs.gov/Feature/794,Romania 
Botticelli,63°38′N 112°21′W﻿ / ﻿63.63°N 112.35°W﻿ / 63.63; -112.35﻿ (Botticelli),136.35,1979.0,"Sandro Botticelli, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/838,https://planetarynames.wr.usgs.gov/Feature/838,Italy Origin Sandro
Boznańska,59°38′N 40°45′W﻿ / ﻿59.64°N 40.75°W﻿ / 59.64; -40.75﻿ (Boznańska),72.0,2015.0,"Olga Boznańska, Polish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15389,https://planetarynames.wr.usgs.gov/Feature/15389,Poland Origin Olga
Brahms,58°19′N 177°22′W﻿ / ﻿58.32°N 177.36°W﻿ / 58.32; -177.36﻿ (Brahms),100.0,1979.0,"Johannes Brahms, German composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/859,https://planetarynames.wr.usgs.gov/Feature/859,Germany Origin Johannes
Bramante,47°14′S 61°33′W﻿ / ﻿47.23°S 61.55°W﻿ / -47.23; -61.55﻿ (Bramante),156.0,1976.0,"Donato Bramante, Italian architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/860,https://planetarynames.wr.usgs.gov/Feature/860,Italy Origin Donato
Brontë,38°23′N 127°04′W﻿ / ﻿38.39°N 127.06°W﻿ / 38.39; -127.06﻿ (Brontë),68.0,1976.0,"The Brontë family, English writers and artists",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/890,https://planetarynames.wr.usgs.gov/Feature/890,England Origin Charlotte
Brooks,45°13′S 168°01′W﻿ / ﻿45.22°S 168.02°W﻿ / -45.22; -168.02﻿ (Brooks),34.0,2015.0,"Gwendolyn Brooks, American poet and novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15390,https://planetarynames.wr.usgs.gov/Feature/15390,United States Origin
Bruegel,49°44′N 109°28′W﻿ / ﻿49.73°N 109.46°W﻿ / 49.73; -109.46﻿ (Bruegel),72.0,1985.0,"Pieter Bruegel the Elder, Flemish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/898,https://planetarynames.wr.usgs.gov/Feature/898,Flemish Origin Pieter
Brunelleschi,8°56′S 22°31′W﻿ / ﻿8.94°S 22.51°W﻿ / -8.94; -22.51﻿ (Brunelleschi),128.57,1976.0,"Filippo Brunelleschi, Italian architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/899,https://planetarynames.wr.usgs.gov/Feature/899,Italy Origin Filippo
Bunin,84°28′N 141°46′W﻿ / ﻿84.47°N 141.76°W﻿ / 84.47; -141.76﻿ (Bunin),37.0,2019.0,"Ivan Bunin, Russian author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15859,https://planetarynames.wr.usgs.gov/Feature/15859,Russia Origin Ivan
Burke,85°55′N 171°34′W﻿ / ﻿85.91°N 171.56°W﻿ / 85.91; -171.56﻿ (Burke),28.5,2015.0,"Billie Burke, American actress",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15433,https://planetarynames.wr.usgs.gov/Feature/15433,United States Origin
Burns,54°06′N 117°22′W﻿ / ﻿54.1°N 117.37°W﻿ / 54.1; -117.37﻿ (Burns),43.0,1985.0,"Robert Burns, Scottish poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/926,https://planetarynames.wr.usgs.gov/Feature/926,Scotland Origin Robert
Byron,8°26′S 33°00′W﻿ / ﻿8.44°S 33°W﻿ / -8.44; -33﻿ (Byron),106.58,1976.0,"Lord Byron, English poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/944,https://planetarynames.wr.usgs.gov/Feature/944,England Origin G
Calder,3°31′N 12°45′E﻿ / ﻿3.51°N 12.75°E﻿ / 3.51; 12.75﻿ (Calder),24.0,2013.0,"Alexander Calder, American sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15187,https://planetarynames.wr.usgs.gov/Feature/15187,United States Origin
Callicrates,66°31′S 30°22′W﻿ / ﻿66.51°S 30.37°W﻿ / -66.51; -30.37﻿ (Callicrates),68.0,1976.0,"Kallicrates, Ancient Greek architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/976,https://planetarynames.wr.usgs.gov/Feature/976,Greek Origin Greek
Calvino,3°59′S 56°02′W﻿ / ﻿3.99°S 56.03°W﻿ / -3.99; -56.03﻿ (Calvino),67.0,2009.0,"Italo Calvino, Italian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14577,https://planetarynames.wr.usgs.gov/Feature/14577,Italy Origin Italo
Camões,71°25′S 68°23′W﻿ / ﻿71.42°S 68.39°W﻿ / -71.42; -68.39﻿ (Camões),70.0,1976.0,"Luís de Camões, Portuguese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/994,https://planetarynames.wr.usgs.gov/Feature/994,Portugal Origin Luiz
Canova,25°36′N 3°43′W﻿ / ﻿25.6°N 3.71°W﻿ / 25.6; -3.71﻿ (Canova),46.0,2018.0,"Antonio Canova, Italian sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15772,https://planetarynames.wr.usgs.gov/Feature/15772,Italy Origin Antonio
Capote,21°06′S 72°25′E﻿ / ﻿21.1°S 72.41°E﻿ / -21.1; 72.41﻿ (Capote),88.0,2013.0,"Truman Capote, American Author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15188,https://planetarynames.wr.usgs.gov/Feature/15188,United States Origin
Caravaggio,3°11′N 87°14′E﻿ / ﻿3.18°N 87.24°E﻿ / 3.18; 87.24﻿ (Caravaggio),185.0,2013.0,"Michelangelo Merisi Caravaggio, Italian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15175,https://planetarynames.wr.usgs.gov/Feature/15175,Italy Origin Michelangelo
Carducci,36°32′S 90°23′W﻿ / ﻿36.54°S 90.39°W﻿ / -36.54; -90.39﻿ (Carducci),108.19,1976.0,"Giosuè Carducci, Italian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1017,https://planetarynames.wr.usgs.gov/Feature/1017,Italy Origin Giosue
Carleton,52°12′S 306°36′W﻿ / ﻿52.2°S 306.6°W﻿ / -52.2; -306.6﻿ (Carleton),177.0,2018.0,"William Carleton, Irish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15774,https://planetarynames.wr.usgs.gov/Feature/15774,Ireland Origin William
Carolan,83°53′N 31°46′E﻿ / ﻿83.88°N 31.77°E﻿ / 83.88; 31.77﻿ (Carolan),24.34,2015.0,"Turlough Carolan, Irish composer and performer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15321,https://planetarynames.wr.usgs.gov/Feature/15321,Ireland Origin Turlough
Caruso,2°20′S 76°22′W﻿ / ﻿2.33°S 76.36°W﻿ / -2.33; -76.36﻿ (Caruso),31.0,2013.0,"Enrico Caruso, Italian singer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15189,https://planetarynames.wr.usgs.gov/Feature/15189,Italy Origin Enrico
Carvalho,26°49′N 51°37′W﻿ / ﻿26.82°N 51.61°W﻿ / 26.82; -51.61﻿ (Carvalho),90.0,,"Beth Carvalho, Brazilian musician",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16334,https://planetarynames.wr.usgs.gov/Feature/16334,Brazil Origin Beth
Castiglione,40°52′S 87°58′E﻿ / ﻿40.87°S 87.96°E﻿ / -40.87; 87.96﻿ (Castiglione),80.0,2015.0,"Giuseppe Castiglione, Italian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15391,https://planetarynames.wr.usgs.gov/Feature/15391,Italy Origin Giuseppe
Catullus,21°54′N 67°33′W﻿ / ﻿21.9°N 67.55°W﻿ / 21.9; -67.55﻿ (Catullus),100.2,2012.0,"Gaius Valerius Catullus, Roman poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15078,https://planetarynames.wr.usgs.gov/Feature/15078,Roman Origin Gaius
Cervantes,76°05′S 124°16′W﻿ / ﻿76.09°S 124.26°W﻿ / -76.09; -124.26﻿ (Cervantes),213.16,1976.0,"Miguel de Cervantes, Spanish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1113,https://planetarynames.wr.usgs.gov/Feature/1113,Spain Origin Miguel
Cézanne,8°28′S 123°41′W﻿ / ﻿8.47°S 123.69°W﻿ / -8.47; -123.69﻿ (Cézanne),67.0,1985.0,"Paul Cézanne, French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1374,https://planetarynames.wr.usgs.gov/Feature/1374,France Origin Paul
Chaikovskij,7°52′N 50°56′W﻿ / ﻿7.86°N 50.93°W﻿ / 7.86; -50.93﻿ (Chaikovskij),171.0,1976.0,"Pyotr Ilyich Tchaikovsky, Russian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1121,https://planetarynames.wr.usgs.gov/Feature/1121,Russia Origin P
Chao Meng-Fu,88°25′S 156°22′W﻿ / ﻿88.42°S 156.36°W﻿ / -88.42; -156.36﻿ (Chao Meng-Fu),140.73,1976.0,"Zhao Mengfu, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1140,https://planetarynames.wr.usgs.gov/Feature/1140,China Origin Chinese
Chekhov,36°12′S 61°14′W﻿ / ﻿36.2°S 61.23°W﻿ / -36.2; -61.23﻿ (Chekhov),194.0,1976.0,"Anton Chekhov, Russian playwright and writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1171,https://planetarynames.wr.usgs.gov/Feature/1171,Russia Origin Anton
Chesterton,88°31′N 126°54′W﻿ / ﻿88.51°N 126.9°W﻿ / 88.51; -126.9﻿ (Chesterton),37.23,2012.0,"Gilbert Keith Chesterton, English author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15033,https://planetarynames.wr.usgs.gov/Feature/15033,England Origin Gilbert
Chiang Kʻui,14°43′N 102°48′W﻿ / ﻿14.71°N 102.8°W﻿ / 14.71; -102.8﻿ (Chiang Kʻui),41.0,1976.0,"Jiang Kui, Chinese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1178,https://planetarynames.wr.usgs.gov/Feature/1178,China Origin Chinese
Chŏng Chʼŏl,46°52′N 117°19′W﻿ / ﻿46.87°N 117.31°W﻿ / 46.87; -117.31﻿ (Chŏng Chʼŏl),143.0,1979.0,"Jeong Cheol, Korean poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1213,https://planetarynames.wr.usgs.gov/Feature/1213,Korea Origin Korean
Chopin,65°27′S 123°24′W﻿ / ﻿65.45°S 123.4°W﻿ / -65.45; -123.4﻿ (Chopin),131.0,1976.0,"Frédéric Chopin, Polish composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1197,https://planetarynames.wr.usgs.gov/Feature/1197,Poland Origin Frederic
Chu Ta,2°02′N 105°40′W﻿ / ﻿2.04°N 105.66°W﻿ / 2.04; -105.66﻿ (Chu Ta),100.0,1976.0,"Zhu Da, Chinese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1208,https://planetarynames.wr.usgs.gov/Feature/1208,China Origin Chinese
Codesido,68°11′S 206°59′W﻿ / ﻿68.19°S 206.99°W﻿ / -68.19; -206.99﻿ (Codesido),64.0,2024.0,"Julia Codesido, Peruvian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16347,https://planetarynames.wr.usgs.gov/Feature/16347,Peru Origin Julia
Coleridge,55°40′S 66°36′W﻿ / ﻿55.67°S 66.6°W﻿ / -55.67; -66.6﻿ (Coleridge),112.0,1976.0,"Samuel Taylor Coleridge, English poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1266,https://planetarynames.wr.usgs.gov/Feature/1266,England Origin Samuel
Copland,37°38′N 72°59′E﻿ / ﻿37.63°N 72.99°E﻿ / 37.63; 72.99﻿ (Copland),208.0,2010.0,"Aaron Copland, American composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14649,https://planetarynames.wr.usgs.gov/Feature/14649,American Origin Aaron
Copley,38°38′S 86°01′W﻿ / ﻿38.63°S 86.01°W﻿ / -38.63; -86.01﻿ (Copley),34.0,1976.0,"John Singleton Copley, American painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1299,https://planetarynames.wr.usgs.gov/Feature/1299,American Origin John
Couperin,29°44′N 151°56′W﻿ / ﻿29.74°N 151.94°W﻿ / 29.74; -151.94﻿ (Couperin),80.0,1979.0,The Couperin family of French musicians,https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1324,https://planetarynames.wr.usgs.gov/Feature/1324,France Origin Francois
Cunningham,30°25′N 157°04′E﻿ / ﻿30.41°N 157.07°E﻿ / 30.41; 157.07﻿ (Cunningham),37.0,2008.0,"Imogen Cunningham, American photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14393,https://planetarynames.wr.usgs.gov/Feature/14393,American Origin Imogen
Dali,45°10′N 119°44′E﻿ / ﻿45.16°N 119.74°E﻿ / 45.16; 119.74﻿ (Dali),176.0,2008.0,"Salvador Dalí, Spanish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14507,https://planetarynames.wr.usgs.gov/Feature/14507,Spain Origin Salvador
Damer,36°22′N 115°49′W﻿ / ﻿36.36°N 115.81°W﻿ / 36.36; -115.81﻿ (Damer),60.0,2013.0,"Anne Seymour Damer, English sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15139,https://planetarynames.wr.usgs.gov/Feature/15139,England Origin Anne
Darío,26°17′S 9°31′W﻿ / ﻿26.28°S 9.51°W﻿ / -26.28; -9.51﻿ (Darío),151.0,1976.0,"Rubén Darío, Nicaraguan writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1420,https://planetarynames.wr.usgs.gov/Feature/1420,Nicaragua Origin Ruben
David,17°40′S 67°52′E﻿ / ﻿17.66°S 67.87°E﻿ / -17.66; 67.87﻿ (David),23.0,2013.0,"Jacques-Louis David, French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15140,https://planetarynames.wr.usgs.gov/Feature/15140,France Origin Jacques
de Graft,22°03′N 1°53′E﻿ / ﻿22.05°N 1.89°E﻿ / 22.05; 1.89﻿ (de Graft),68.0,2009.0,"Joe de Graft, Ghanaian playwright",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14578,https://planetarynames.wr.usgs.gov/Feature/14578,Ghana Origin Joe
Debussy,33°57′S 12°32′E﻿ / ﻿33.95°S 12.54°E﻿ / -33.95; 12.54﻿ (Debussy),81.0,2010.0,"Claude Debussy, French composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14647,https://planetarynames.wr.usgs.gov/Feature/14647,France Origin Achille
Degas,37°05′N 127°20′W﻿ / ﻿37.08°N 127.34°W﻿ / 37.08; -127.34﻿ (Degas),54.0,1979.0,"Edgar Degas, French artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1458,https://planetarynames.wr.usgs.gov/Feature/1458,France Origin Edgar
Delacroix,44°19′S 129°31′W﻿ / ﻿44.32°S 129.51°W﻿ / -44.32; -129.51﻿ (Delacroix),158.0,1979.0,"Eugène Delacroix, French artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/1466,https://planetarynames.wr.usgs.gov/Feature/1466,France Origin Eugene
